Company,Website,Category,City,Alumni in the company?
Grenadine, https://events.grenadine.co/, Startup, Montréal, No
Autodesk Shotgun, https://www.shotgunsoftware.com, Product, Montréal, No
Quoi faire à Québec, https://www.quoifaireaquebec.com/, Company, Quebec, No
Fungo, https://www.fungo.ca, Agency, Quebec, No
Libro, https://www.libroreserve.com/, Startup, Quebec, No
JYGA Technologies inc., http://jygatech.com/, Company, Chaudière-Appalaches, No
OpenFleet, https://www.openfleet.com/, Startup, Montréal, No
POTLOC, https://potloc.com, Startup, Montréal, No
BallistiQ, https://ballistiq.com, Agency, Montréal, No
Surmesur, https://www.surmesur.com, Company, Quebec, Yes
mtrip, https://www.mtrip.com, Company, Montréal, No
Spiria Montréal, https://www.spiria.com, Company, Montréal, No
Spiria Gatineau, https://www.spiria.com, Company, Outaouais, No
Acquisio, https://www.acquisio.com, Company, Montérégie, No
Glossier, https://glossier.com, Company, Montréal, No
PYX4, https://www.pyx4.com/, Company, Montréal, No
Immo Square, http://immosquare.com, Company, Montréal, No
Decathlon Canada, https://www.decathlon.ca, Company, Montréal, Yes
Missive, https://missiveapp.com, Product, Quebec, No
La Web Shop, https://www.lawebshop.ca, Agency, Saguenay–Lac-Saint-Jean, No
Intello Technologies, https://www.intello.com/, Company, Montérégie, No
AdGear, https://adgear.com, Product, Montréal, No
O2 Web Montréal, https://o2web.ca, Agency, Montréal, No
O2 Web Québec, https://o2web.ca, Agency, Quebec, No
Dreeven, https://dreeven.com, Company, Montérégie, Yes
Dynamo, http://godynamo.com, Agency, Montréal, No
Didacte, https://www.didacte.com/, Product, Montréal, No
Metrics Watch, https://metricswatch.com, Product, Saguenay–Lac-Saint-Jean, No
Bus.com, https://bus.com, Startup, Montréal, No
Shopify Montréal, https://www.shopify.com/careers/locations, Company, Montréal, No
La Capitale, https://www.lacapitale.com, Company, Quebec, No
Metrio, http://metrio.net/, Company, Montréal, No
iXmédia, https://www.ixmedia.com, Agency, Quebec, No
Cortex, https://cortexstudio.com, Agency, Quebec, No
De Marque, https://www.demarque.com/, Agency, Quebec, No
